City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Kirakira,SB,-10.4544,161.9205,80.53,89,96,13.51,overcast clouds
345,Morgantown,US,39.6295,-79.9559,53.35,89,100,6.91,moderate rain
346,Doembang Nangbuat,TH,14.8333,100.1,89.83,40,18,9.04,few clouds
347,Taltal,CL,-25.4,-70.4833,70.47,51,99,4.61,overcast clouds
348,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,100,100,13.8,heavy intensity drizzle
349,Grindavik,IS,63.8424,-22.4338,28.87,74,75,27.63,broken clouds
350,Provideniya,RU,64.3833,-173.3,12.36,62,0,13.42,clear sky
351,Stephenville,US,32.2207,-98.2023,81.16,16,0,3.44,clear sky
352,Otorohanga,NZ,-38.1833,175.2,74.17,90,81,8.48,broken clouds
353,Kenmare,IE,51.8833,-9.5833,50.07,89,100,12.93,overcast clouds
354,Letlhakane,BW,-21.4167,25.5833,71.98,39,37,6.55,scattered clouds
355,Deputatskiy,RU,69.3,139.9,-4.25,91,84,3.36,broken clouds
356,Chapais,CA,49.7834,-74.8492,21.16,89,12,4.56,few clouds
357,Erenhot,CN,43.6475,111.9767,45.64,22,19,10.09,few clouds
358,Anchorage,US,61.2181,-149.9003,41.54,48,85,15.99,overcast clouds
359,Augustow,PL,53.8432,22.9798,33.12,85,100,9.46,overcast clouds
360,Mayumba,GA,-3.432,10.6554,76.95,93,100,6.2,overcast clouds
361,Tura,IN,25.5198,90.2201,76.05,75,20,6.24,few clouds
362,Paignton,GB,50.4357,-3.5679,51.64,71,100,18.99,overcast clouds
363,Siderno,IT,38.2779,16.302,52.41,69,5,3.13,clear sky
364,Tual,ID,-5.6667,132.75,82.78,69,10,7.83,clear sky
365,San Quintin,MX,30.4833,-115.95,62.04,78,1,4.61,clear sky
366,Beloha,MG,-25.1667,45.05,71.15,95,10,4.79,clear sky
367,Audru,EE,58.4086,24.3739,27.97,93,75,6.91,broken clouds
368,Honiara,SB,-9.4333,159.95,80.2,88,100,8.59,overcast clouds
369,Tumut,AU,-35.3,148.2167,70.99,60,100,4.5,overcast clouds
370,Svetlyy,RU,54.675,20.1347,33.85,85,100,15.57,overcast clouds
371,Recife,BR,-8.0539,-34.8811,82.44,74,40,5.75,scattered clouds
372,Romanovo,RU,52.6182,81.2271,44.35,88,100,7.9,light rain
373,Baykit,RU,61.67,96.37,30.07,96,100,4.18,overcast clouds
374,La Fria,VE,8.2203,-72.2439,84.31,95,99,3.31,overcast clouds
375,Pisco,PE,-13.7,-76.2167,68.05,83,0,10.36,clear sky
376,Balkhash,KZ,46.844,74.9804,50.61,43,0,11.18,clear sky
377,Port Lincoln,AU,-34.7333,135.8667,65.3,66,36,16.82,scattered clouds
378,Whyalla,AU,-33.0333,137.5833,69.69,64,25,13.8,scattered clouds
379,Atasu,KZ,48.6814,71.6433,38.17,84,91,9.6,overcast clouds
380,Darab,IR,28.7519,54.5444,63.68,26,3,3.29,clear sky
381,Sechura,PE,-5.5569,-80.8222,71.58,76,4,15.08,clear sky
382,Villamontes,BO,-21.25,-63.5,74.86,77,100,2.26,overcast clouds
383,Hirara,JP,24.8,125.2833,69.31,59,38,13.78,scattered clouds
384,Tres Passos,BR,-27.4556,-53.9319,67.26,93,96,2.48,overcast clouds
385,Mount Isa,AU,-20.7333,139.5,89.37,11,0,10.36,clear sky
386,Andilamena,MG,-17.0167,48.5833,62.58,98,66,1.28,broken clouds
387,Yerbogachen,RU,61.2767,108.0108,26.92,85,93,6.22,overcast clouds
388,Iquique,CL,-20.2208,-70.1431,66.49,80,52,1.57,broken clouds
389,Sinnamary,GF,5.3833,-52.95,77.22,87,84,11.18,broken clouds
390,Amuntai,ID,-2.4177,115.2494,84.94,70,97,1.21,overcast clouds
391,Bonthe,SL,7.5264,-12.505,77.13,84,14,5.39,few clouds
392,Kieta,PG,-6.2167,155.6333,82.89,81,100,10.13,light rain
393,Bobon,PH,12.5246,124.5636,81.73,82,94,12.33,overcast clouds
394,Presidente Medici,BR,-11.1753,-61.9014,73.54,95,100,1.41,overcast clouds
395,Araceli,PH,10.5529,119.9913,82.8,75,100,16.22,overcast clouds
396,Aktau,KZ,43.65,51.2,45.18,58,96,8.1,overcast clouds
397,Ngong,KE,-1.3618,36.6566,59.02,79,82,6.71,broken clouds
398,Port Blair,IN,11.6667,92.75,78.84,89,40,2.3,mist
399,Alofi,NU,-19.0595,-169.9187,80.49,78,75,4.61,broken clouds
400,Synya,RU,65.3718,58.0387,-0.11,100,100,2.93,overcast clouds
401,Bac Lieu,VN,9.285,105.7244,84.18,68,88,10.67,overcast clouds
402,Msowero,TZ,-6.5333,37.2,72.99,92,100,1.68,overcast clouds
403,Balabac,PH,7.9868,117.0645,79.16,85,100,5.1,light rain
404,Yanam,IN,16.7333,82.2167,81.84,72,72,2.01,broken clouds
405,Woodward,US,36.4337,-99.3904,63.63,33,100,29.93,overcast clouds
406,Comrat,MD,46.3003,28.6572,45.36,61,34,2.21,scattered clouds
407,Kirkwall,GB,58.9848,-2.9587,35.65,93,100,18.41,moderate rain
408,Wakkanai,JP,45.4094,141.6739,36.91,68,100,18.21,overcast clouds
409,Anloga,GH,5.7947,0.8973,82.04,83,84,9.89,broken clouds
410,Bulgan,MN,48.8125,103.5347,46.18,45,13,4.47,few clouds
411,Elizabeth City,US,36.2946,-76.2511,66.99,91,100,15.59,moderate rain
412,Juazeiro,BR,-9.4117,-40.4986,82.58,54,40,5.75,light rain
413,Hami,CN,42.8,93.45,65.08,16,0,9.64,clear sky
414,Lizzano,IT,40.391,17.4476,49.35,69,100,2.86,overcast clouds
415,Vila Velha,BR,-20.3297,-40.2925,78.94,85,29,5.03,scattered clouds
416,Baie-Comeau,CA,49.2168,-68.1489,23.52,86,7,5.57,clear sky
417,Saint-Joseph,RE,-21.3667,55.6167,75.58,87,97,10.31,overcast clouds
418,Taldan,RU,53.6667,124.8,24.22,35,91,15.88,overcast clouds
419,Felipe Carrillo Puerto,MX,19.5833,-88.05,77.05,81,4,5.5,clear sky
420,Nabire,ID,-3.3667,135.4833,89.08,53,13,6.04,few clouds
421,Piacabucu,BR,-10.4056,-36.4344,77.45,75,6,6.76,clear sky
422,Prince Rupert,CA,54.3161,-130.3201,41.65,72,100,3.96,light rain
423,Jimma,ET,7.6667,36.8333,59.65,71,35,0.2,scattered clouds
424,Fairbanks,US,64.8378,-147.7164,32.31,54,75,6.91,broken clouds
425,Snezhnogorsk,RU,69.1933,33.2531,26.38,84,100,19.82,overcast clouds
426,Mehran,IR,33.1222,46.1646,71.76,22,100,3.91,overcast clouds
427,Ossora,RU,59.2353,163.0719,26.6,82,58,4.18,broken clouds
428,Gimli,CA,50.6336,-96.9907,34.66,90,100,12.39,overcast clouds
429,Beipiao,CN,41.7919,120.7792,40.3,12,100,2.3,overcast clouds
430,Vao,NC,-22.6667,167.4833,76.06,87,100,18.05,light rain
431,Tiznit,MA,29.5833,-9.5,50.65,76,83,11.88,broken clouds
432,Vestmanna,FO,62.1564,-7.1664,31.12,69,75,21.85,light snow
433,Ko Samui,TH,9.5357,99.9357,82.49,74,100,9.71,overcast clouds
434,Oranjemund,NA,-28.55,16.4333,58.64,89,1,7.38,clear sky
435,Samarai,PG,-10.6167,150.6667,83.26,73,100,14.76,light rain
436,Ulcinj,ME,41.9294,19.2244,44.82,66,55,1.99,broken clouds
437,Katherine,AU,-14.4667,132.2667,91.72,49,0,2.3,clear sky
438,Anori,BR,-3.7728,-61.6442,74.98,98,100,1.52,overcast clouds
439,Lhokseumawe,ID,5.1801,97.1507,78.01,85,100,3.18,overcast clouds
440,Vikesa,NO,58.6376,6.0913,33.26,70,100,4.32,overcast clouds
441,Monticello,US,45.3055,-93.7941,44.55,93,100,8.05,moderate rain
442,Gueret,FR,46.1667,1.8667,41.11,98,100,1.95,overcast clouds
443,Asau,RO,46.4333,26.4,40.28,77,100,7.14,overcast clouds
444,Salinopolis,BR,-0.6136,-47.3561,76.39,89,99,2.21,heavy intensity rain
445,Zhigansk,RU,66.7697,123.3711,-0.15,87,66,12.71,broken clouds
446,Dwarka,IN,22.2394,68.9678,79.38,72,98,13.76,overcast clouds
447,Niono,ML,14.2526,-5.993,92.03,13,83,8.88,broken clouds
448,Illapel,CL,-31.6308,-71.1653,68.25,46,0,1.01,clear sky
449,Nyeri,KE,-0.4201,36.9476,58.91,85,71,3.42,broken clouds
450,Dedza,MW,-14.3779,34.3332,58.21,94,81,1.12,broken clouds
451,Wajir,KE,1.7471,40.0573,78.03,68,12,13.44,few clouds
452,Spring Hill,US,28.4769,-82.5255,78.1,86,0,8.05,clear sky
453,Pakxan,LA,18.3778,103.6601,79.25,51,75,4.99,broken clouds
454,Maryville,US,35.7565,-83.9705,64.27,88,100,19.57,overcast clouds
455,Harper,LR,4.375,-7.7169,80.31,87,77,6.87,broken clouds
456,Richards Bay,ZA,-28.783,32.0377,73.76,83,90,2.37,overcast clouds
457,Kholodnyy,RU,62.7167,147.95,6.37,74,70,3.96,broken clouds
458,Listvyanka,RU,51.8535,104.8693,36.0,87,100,3.89,overcast clouds
459,Vardo,NO,70.3705,31.1107,32.97,70,100,27.11,overcast clouds
460,La Ronge,CA,55.1001,-105.2842,35.08,88,100,9.24,overcast clouds
461,Teguldet,RU,57.3064,88.1667,41.54,89,100,9.53,overcast clouds
462,Ranong,TH,9.9658,98.6348,79.81,83,100,4.54,light rain
463,Machali,CL,-34.1833,-70.6667,64.58,34,0,1.7,clear sky
464,Nelson Bay,AU,-32.7167,152.15,74.08,81,18,8.39,few clouds
465,Cayenne,GF,4.9333,-52.3333,80.1,1,75,5.99,light rain
466,Coahuayana,MX,18.7333,-103.6833,68.18,88,4,2.24,clear sky
467,Huaiyin,CN,33.5886,119.0192,69.49,52,0,2.91,clear sky
468,Acapulco,MX,16.8634,-99.8901,76.05,75,9,9.91,clear sky
469,Kushima,JP,31.4583,131.2333,67.68,34,100,0.94,overcast clouds
470,Barguzin,RU,53.6167,109.6167,23.2,84,100,2.08,overcast clouds
471,New Philadelphia,US,40.4898,-81.4457,52.52,90,100,3.44,moderate rain
472,Thyboron,DK,56.6985,8.2124,38.08,69,100,11.41,light rain
473,Kalinovskoye,RU,44.8635,42.9622,38.61,96,100,3.58,overcast clouds
474,Dno,RU,57.8277,29.9637,26.55,82,86,10.76,overcast clouds
475,Te Anau,NZ,-45.4167,167.7167,51.73,65,96,6.76,overcast clouds
476,Coshocton,US,40.272,-81.8596,52.47,96,100,1.01,light rain
477,Montabaur,DE,50.4333,7.8333,49.21,93,78,11.81,broken clouds
478,Ahipara,NZ,-35.1667,173.1667,72.07,79,25,10.0,scattered clouds
479,Bushehr,IR,28.9684,50.8385,72.37,58,54,4.76,broken clouds
480,Coffs Harbour,AU,-30.3,153.1333,70.12,83,100,8.05,overcast clouds
481,Ibra,OM,22.6906,58.5334,72.19,50,31,1.21,scattered clouds
482,Mikuni,JP,36.2171,136.1519,58.53,52,17,9.73,few clouds
483,Puerto Escondido,MX,15.85,-97.0667,79.63,78,0,0.0,clear sky
484,Coihaique,CL,-45.5752,-72.0662,56.01,87,100,6.91,overcast clouds
485,Saurimo,AO,-9.6608,20.3916,64.45,96,100,1.41,overcast clouds
486,Bougouni,ML,11.417,-7.479,86.86,41,100,4.52,light rain
487,Mahajanga,MG,-15.7167,46.3167,77.02,100,40,2.3,scattered clouds
488,Buala,SB,-8.145,159.5921,80.33,84,100,11.03,light rain
489,Hilton Head Island,US,32.2163,-80.7526,68.09,90,100,5.01,overcast clouds
490,Fasa,IR,28.9383,53.6482,61.21,26,0,1.77,clear sky
491,Shakawe,BW,-18.3667,21.85,71.49,59,83,1.81,broken clouds
492,Wapakoneta,US,40.5678,-84.1936,52.79,97,75,6.91,broken clouds
493,San Cristobal,VE,7.7669,-72.225,75.38,97,70,3.36,broken clouds
494,Iracoubo,GF,5.4802,-53.2011,76.98,87,77,11.23,broken clouds
495,San Policarpo,PH,12.1791,125.5072,82.54,80,100,13.47,overcast clouds
496,Pudozh,RU,61.8099,36.5345,31.15,96,100,11.1,light snow
497,Marshalltown,US,42.0494,-92.908,48.24,76,75,18.41,broken clouds
498,Kologriv,RU,58.8275,44.3178,29.25,90,100,10.74,overcast clouds
499,Brewster,US,41.3973,-73.6171,49.28,73,100,1.99,overcast clouds
500,Catarman,PH,12.4989,124.6377,82.0,82,99,11.01,overcast clouds
501,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.16,94,100,1.05,overcast clouds
502,Babusnica,RS,43.0597,22.4117,41.77,70,1,2.8,clear sky
503,Christchurch,NZ,-43.5333,172.6333,63.95,84,100,8.05,overcast clouds
504,Kamsack,CA,51.5667,-101.9009,34.72,92,100,7.14,overcast clouds
505,Crotone,IT,39.0851,17.1178,52.2,67,34,3.49,scattered clouds
506,San Jeronimo,PE,-11.9472,-75.2829,46.92,85,54,4.0,broken clouds
507,Yeppoon,AU,-23.1333,150.7333,83.98,65,4,13.56,clear sky
508,Jalu,LY,29.0331,21.5482,82.24,9,43,4.7,scattered clouds
509,Suleja,NG,9.1758,7.1808,80.53,55,90,2.82,overcast clouds
510,Rancho Palos Verdes,US,33.7445,-118.387,74.98,69,20,3.44,few clouds
511,Roald,NO,62.5833,6.1333,33.33,93,82,3.44,broken clouds
512,Saint-Paul,RE,-21.0096,55.2707,77.11,86,75,1.16,broken clouds
513,Pangody,RU,65.85,74.4859,28.56,92,100,20.2,overcast clouds
514,Moerai,PF,-22.4333,-151.3333,81.3,75,10,10.87,clear sky
515,Abha,SA,18.2164,42.5053,57.45,14,0,0.0,clear sky
516,Sinazongwe,ZM,-17.2614,27.4618,74.35,76,99,1.68,overcast clouds
517,Tomatlan,MX,19.9333,-105.25,66.49,83,3,3.53,clear sky
518,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,76.73,65,29,1.9,scattered clouds
519,Sulangan,PH,11.1373,123.7228,81.0,80,100,13.78,moderate rain
520,Rovinj,HR,45.08,13.64,41.49,83,0,6.13,clear sky
521,Sur,OM,22.5667,59.5289,81.73,46,6,10.13,clear sky
522,Nombre De Dios,MX,23.85,-104.2333,69.35,18,1,12.15,clear sky
523,Edd,ER,13.9297,41.6925,85.95,29,0,10.54,clear sky
524,Rudnogorsk,RU,57.2639,103.7519,29.88,89,100,3.6,overcast clouds
525,Gambiran,ID,-6.7988,111.4951,82.18,76,45,4.32,scattered clouds
526,Aklavik,CA,68.2191,-135.0107,5.79,85,100,7.76,overcast clouds
527,Korla,CN,41.7597,86.1469,62.83,22,0,4.21,clear sky
528,Grinnell,US,41.743,-92.7224,47.98,87,100,5.99,light rain
529,Khandyga,RU,62.6667,135.6,17.2,78,100,6.04,overcast clouds
530,Heihe,CN,50.2441,127.4902,30.78,35,23,20.92,few clouds
531,Progreso,MX,21.2833,-89.6667,89.71,82,15,9.53,few clouds
532,Clyde,US,41.3042,-82.9752,48.18,91,100,5.19,overcast clouds
533,Digras,IN,20.1167,77.7167,87.48,25,78,6.35,broken clouds
534,Gimbi,ET,9.1667,35.8333,61.47,65,96,2.89,overcast clouds
535,Poronaysk,RU,49.2167,143.1167,35.28,51,58,16.15,broken clouds
536,Mount Gambier,AU,-37.8333,140.7667,66.06,53,36,9.6,scattered clouds
537,Markova,UA,48.6758,24.4138,40.06,85,93,5.68,overcast clouds
538,Wronki,PL,52.7105,16.3804,41.61,97,100,3.47,overcast clouds
539,Gizo,SB,-8.103,156.8419,81.82,80,93,6.67,moderate rain
540,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.6,74,92,10.63,overcast clouds
541,Banfora,BF,10.6333,-4.7667,84.47,49,58,4.9,broken clouds
542,Pinczow,PL,50.5205,20.5265,46.62,87,100,18.32,overcast clouds
543,Lampang,TH,18.3333,99.5,88.07,51,43,1.41,scattered clouds
544,Ekibastuz,KZ,51.6667,75.3667,41.99,75,71,10.16,broken clouds
545,Constitucion,CL,-35.3333,-72.4167,55.69,84,10,10.36,clear sky
546,Pedernales,DO,18.0384,-71.744,78.44,74,58,5.93,broken clouds
547,Kostomuksha,RU,64.571,30.5767,30.02,96,100,9.28,light snow
548,Ballina,AU,-28.8667,153.5667,76.78,80,51,5.77,broken clouds
549,Pacific Grove,US,36.6177,-121.9166,65.89,73,0,4.0,clear sky
550,Laguna,US,38.421,-121.4238,73.69,14,0,12.66,clear sky
551,Krasnoselkup,RU,65.7,82.4667,33.75,96,100,23.06,overcast clouds
552,Kangaatsiaq,GL,68.3065,-53.4641,24.08,97,100,5.93,light snow
553,Onverwacht,SR,5.5833,-55.1833,77.86,94,40,2.3,scattered clouds
554,Sala Consilina,IT,40.3912,15.5989,41.38,81,56,1.86,broken clouds
555,Callaway,US,30.153,-85.5699,66.13,88,0,8.05,clear sky
556,Arkadak,RU,51.9326,43.4978,37.22,69,100,15.19,overcast clouds
557,Apaseo El Alto,MX,20.45,-100.6167,69.75,15,27,6.38,scattered clouds
558,Egvekinot,RU,66.3167,-179.1667,-1.71,80,55,2.42,broken clouds
559,Kutum,SD,14.2,24.6667,76.26,17,0,9.91,clear sky
560,Ust-Kuyga,RU,70.0167,135.6,-5.57,87,53,2.42,broken clouds
561,Hobyo,SO,5.3505,48.5268,80.13,73,16,10.54,few clouds
562,Lamar,US,33.6668,-95.5836,76.64,68,0,10.36,clear sky
563,Wahpeton,US,46.2652,-96.6059,39.92,100,100,16.11,mist
564,Frutal,BR,-20.0247,-48.9406,75.25,71,55,5.08,broken clouds
565,Riberalta,BO,-10.9833,-66.1,75.16,90,72,2.21,broken clouds
566,Sorland,NO,67.667,12.6934,33.67,60,100,15.1,overcast clouds
567,Charleville-Mezieres,FR,49.7667,4.7167,46.78,94,86,8.41,overcast clouds
568,Linxia,CN,35.6003,103.2064,55.29,20,60,1.48,broken clouds
569,Bluffton,US,32.2371,-80.8604,67.95,90,100,5.01,overcast clouds
570,Pathein,MM,16.7833,94.7333,86.85,58,99,7.67,overcast clouds
571,Colesberg,ZA,-30.72,25.0972,50.05,59,0,6.49,clear sky
572,Bonavista,CA,48.6499,-53.1147,31.77,96,100,27.09,light snow
573,Lodja,CD,-3.4833,23.4333,68.13,97,92,2.42,overcast clouds
574,Talakan,RU,50.3167,130.3667,26.44,73,100,15.88,overcast clouds
575,Opopeo,MX,19.4,-101.6,53.76,32,68,1.59,broken clouds
576,Finschhafen,PG,-6.6024,147.8681,85.08,71,99,4.65,moderate rain
577,Kasongo-Lunda,CD,-6.4667,16.8167,70.2,96,100,0.72,overcast clouds
578,Khani,GE,41.9563,42.9566,42.37,86,100,2.57,overcast clouds
579,Motygino,RU,58.1831,94.7592,34.34,100,100,3.24,overcast clouds
580,Beaufort,MY,5.3473,115.7455,79.23,82,100,2.01,light rain
581,Winnemucca,US,40.973,-117.7357,48.25,23,0,9.22,clear sky
582,Jacareacanga,BR,-6.2222,-57.7528,73.87,94,100,2.28,light rain
583,Canico,PT,32.6333,-16.85,59.63,74,75,3.44,broken clouds
584,Jimeta,NG,9.2833,12.4667,86.32,24,99,3.56,overcast clouds
585,Kununurra,AU,-15.7667,128.7333,93.18,52,21,8.05,few clouds
586,Plettenberg Bay,ZA,-34.0527,23.3716,58.24,84,44,9.31,scattered clouds
587,Greytown,ZA,-29.0642,30.5928,55.81,98,24,0.98,few clouds
588,Nangong,CN,37.3581,115.3744,56.91,35,67,12.53,broken clouds
589,Taganak,PH,6.0833,118.3,78.39,85,100,7.16,overcast clouds
590,Kiunga,PG,-6.1219,141.2906,82.67,84,29,2.37,scattered clouds
591,Astana,KZ,51.1801,71.446,30.15,93,100,4.47,overcast clouds
592,Ust-Nera,RU,64.5667,143.2,6.67,90,77,6.31,broken clouds
593,Hambantota,LK,6.1241,81.1185,73.74,100,20,1.14,few clouds
594,Chihuahua,MX,28.5,-106.0,76.03,14,0,3.44,clear sky
595,Hovd,MN,48.0056,91.6419,50.09,21,2,1.9,clear sky
596,Dunedin,NZ,-45.8742,170.5036,58.8,50,16,8.99,few clouds
597,Santa Maria,BR,-29.6842,-53.8069,63.01,95,53,4.63,broken clouds
598,College,US,64.8569,-147.8028,32.29,54,75,6.91,broken clouds
599,Kadoma,JP,34.7333,135.5833,67.39,29,10,8.84,clear sky
600,Antsohihy,MG,-14.8796,47.9875,72.25,97,100,1.92,overcast clouds
601,Eureka,US,40.8021,-124.1637,55.67,77,9,8.01,clear sky
602,Qinzhou,CN,21.95,108.6167,76.08,48,45,6.33,scattered clouds
603,Oktyabrskiy,RU,54.4815,53.471,20.82,95,24,5.95,few clouds
604,Terney,RU,45.0503,136.6092,37.29,38,69,17.58,broken clouds
605,Bhigvan,IN,18.3167,74.7667,81.21,56,99,11.68,overcast clouds
606,Okha,RU,53.5739,142.9478,32.31,71,99,13.11,overcast clouds
607,Ahuimanu,US,21.4447,-157.8378,80.31,65,75,13.8,broken clouds
608,Tartus,SY,34.889,35.8866,69.04,40,99,5.19,overcast clouds
609,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.59,32,0,6.71,clear sky
610,Praia,CV,14.9215,-23.5087,70.34,68,20,14.97,few clouds
611,Aitape,PG,-3.1374,142.3475,84.13,69,100,2.44,overcast clouds
612,Lata,PT,40.1629,-8.3327,44.6,77,100,2.86,overcast clouds
613,Xihe,CN,31.6864,113.4659,71.29,57,50,6.33,scattered clouds
614,Hit,IQ,33.6416,42.8251,71.49,21,82,7.9,broken clouds
615,Carndonagh,IE,55.25,-7.2667,44.47,89,91,18.63,overcast clouds
616,Ternate,ID,0.8,127.4,82.02,78,38,9.86,scattered clouds
617,Trujillo,PE,-8.116,-79.03,66.16,88,96,4.61,overcast clouds
618,Batemans Bay,AU,-35.7167,150.1833,67.1,74,100,8.28,overcast clouds
619,Chicontepec,MX,20.9667,-98.1667,73.36,64,79,6.85,broken clouds
620,Buchanan,LR,5.8808,-10.0467,79.05,92,31,7.52,scattered clouds
621,Wamba,NG,8.9333,8.6,77.95,65,100,2.13,overcast clouds
622,Somerset,US,40.5668,-74.5496,48.81,89,100,4.0,light rain
623,La Florida,CO,1.2985,-77.4061,54.99,91,49,5.86,light rain
624,Cheremukhovo,RU,60.3484,59.9851,17.94,86,32,6.78,scattered clouds
625,Turka,UA,49.1541,23.0297,37.8,92,99,10.89,overcast clouds
626,Manggar,ID,-2.8833,108.2667,83.98,69,89,6.42,overcast clouds
627,Asuncion,PY,-25.3007,-57.6359,71.04,94,40,3.44,scattered clouds
628,Lompoc,US,34.6391,-120.4579,77.68,69,0,28.01,clear sky
629,Broken Hill,AU,-31.95,141.4333,76.69,32,26,10.96,scattered clouds
630,Gonen,TR,40.1049,27.654,47.01,39,0,1.45,clear sky
631,Poum,NC,-20.2333,164.0167,80.92,87,100,40.22,light rain
632,Narok,KE,-1.0783,35.8601,56.26,87,76,4.07,broken clouds
633,Xichang,CN,27.8964,102.2634,50.79,81,100,1.36,moderate rain
634,Sakakah,SA,29.9697,40.2064,68.34,19,90,1.9,overcast clouds
635,Aleksandrov Gay,RU,50.147,48.5704,35.37,79,100,8.9,overcast clouds
636,Urumqi,CN,43.801,87.6005,61.75,20,0,8.95,clear sky
637,Rabat,MA,33.9911,-6.8401,55.47,100,75,13.8,broken clouds
638,Naryan-Mar,RU,67.6713,53.087,-5.6,100,100,4.54,overcast clouds
639,Whitley Bay,GB,55.0397,-1.4471,48.99,82,75,12.66,broken clouds
640,Loanda,AO,-8.8368,13.2343,75.2,88,40,8.05,scattered clouds
641,Kodinsk,RU,58.6881,99.1844,34.84,100,100,4.0,overcast clouds
642,Sembakung,ID,3.8167,117.25,80.65,80,100,1.92,moderate rain
643,Hamilton,US,39.1834,-84.5333,53.04,96,20,4.61,mist
644,Susanville,US,40.4163,-120.653,57.09,23,1,5.32,clear sky
645,Paciran,ID,-6.8767,112.3761,82.06,77,97,6.53,overcast clouds
646,Maumere,ID,-8.6199,122.2111,85.06,63,99,1.77,overcast clouds
647,Omsukchan,RU,62.5333,155.8,12.02,84,100,5.84,overcast clouds
648,Labytnangi,RU,66.6572,66.4183,18.66,76,100,20.2,overcast clouds
649,Gasa,PS,31.5,34.4667,74.8,27,95,9.08,overcast clouds
650,Chicama,PE,-7.8447,-79.1469,64.94,75,44,7.29,scattered clouds
651,Zarubino,RU,42.63,131.0922,37.98,30,3,18.68,clear sky
652,Mirabad,AF,30.4362,61.8383,78.12,9,2,7.65,clear sky
653,Cervo,ES,43.6702,-7.4101,45.14,78,5,3.8,clear sky
654,Shwebo,MM,22.5667,95.7,90.12,41,11,3.2,few clouds
655,Nynashamn,SE,58.9034,17.9479,26.11,64,17,15.99,few clouds
656,Zyryanka,RU,65.75,150.85,2.57,75,90,2.98,overcast clouds
657,Bathurst,AU,-33.4166,149.5806,67.51,60,56,12.06,broken clouds
658,Ziro,IN,27.6333,93.8333,47.14,94,99,1.01,overcast clouds
659,Shingu,JP,33.7333,135.9833,66.54,45,100,2.98,overcast clouds
660,Bon Air,US,37.5249,-77.5578,62.33,88,100,3.0,overcast clouds
661,Port Shepstone,ZA,-30.7414,30.455,73.06,82,28,3.76,light rain
662,Altamirano,MX,16.8833,-92.15,64.09,73,22,1.45,few clouds
663,Manturovo,RU,58.3353,44.7619,29.91,86,100,10.56,overcast clouds
664,Kolosovka,RU,56.4678,73.611,33.57,79,21,15.14,few clouds
665,Korop,UA,51.5664,32.9586,35.6,95,100,10.36,overcast clouds
666,Copiapo,CL,-27.3667,-70.3333,70.27,41,64,1.03,broken clouds
667,Hervey Bay,AU,-25.2986,152.8535,82.02,64,2,8.01,clear sky
668,Petatlan,MX,17.5167,-101.2667,72.27,83,97,4.5,overcast clouds
669,Warangal,IN,18.0,79.5833,80.71,59,11,11.12,few clouds
670,Lagoa,PT,39.05,-27.9833,59.68,86,67,15.35,broken clouds
671,Gambela,ET,8.25,34.5833,78.37,56,51,5.39,broken clouds
672,Arlit,NE,18.7369,7.3853,85.75,7,99,10.04,overcast clouds
673,Kobryn,BY,52.2138,24.3564,33.58,98,100,9.4,light snow
674,Olga,RU,43.7444,135.2892,40.78,24,3,15.21,clear sky
675,Ijuin,JP,31.6167,130.4,63.91,43,100,6.67,overcast clouds
676,Dengzhou,CN,37.8086,120.7508,45.77,47,49,19.64,scattered clouds
677,Timra,SE,62.487,17.3257,22.68,63,32,11.5,scattered clouds
678,Port Augusta,AU,-32.5,137.7667,78.53,33,6,9.69,clear sky
679,Sekoma,BW,-24.4,23.8833,60.94,40,0,7.81,clear sky
680,Biak,ID,-0.9131,122.8766,81.7,72,97,6.08,overcast clouds
681,Jose De Freitas,BR,-4.7564,-42.5756,74.35,94,100,3.65,heavy intensity rain
682,Aripuana,BR,-9.1667,-60.6333,73.26,98,100,1.14,overcast clouds
683,Manta,EC,-0.95,-80.7333,76.78,83,40,11.5,scattered clouds
684,Voyvozh,RU,62.892,54.9635,-1.62,100,100,2.15,overcast clouds
685,Oskemen,KZ,49.9565,82.6119,39.16,80,8,0.0,clear sky
686,North Platte,US,41.1239,-100.7654,48.11,25,0,24.0,clear sky
687,Nova Olinda Do Norte,BR,-3.8881,-59.0942,74.7,99,99,2.68,overcast clouds
688,Finote Selam,ET,10.7,37.2667,63.7,59,6,3.29,clear sky
689,Lanivtsi,UA,49.8633,26.0908,38.77,93,94,7.43,overcast clouds
690,Cleethorpes,GB,53.5605,-0.0323,52.05,83,100,20.58,overcast clouds
691,Acari,PE,-15.4311,-74.6158,73.83,73,81,3.65,broken clouds
692,El Rosario,MX,24.2556,-107.1828,66.11,80,0,4.72,clear sky
693,Herat,AF,34.5,62.0,70.18,14,51,9.6,broken clouds
